Brand,Device,Parameter Type,Parameter Name,Value/MSB,LSB,Min,Max,Description
Elektron,digitakt_ii,CC,FLT Width,27,,0,127,
Elektron,digitakt_ii,CC,FLT Reset,111,,0,127,
Elektron,digitakt_ii,CC,AMP Attk,79,,0,127,
Elektron,digitakt_ii,CC,AMP Hold,80,,0,127,
Elektron,digitakt_ii,CC,AMP Dcay,81,,0,127,
Elektron,digitakt_ii,CC,AMP Sust,82,,0,127,
Elektron,digitakt_ii,CC,AMP REL,83,,0,127,
Elektron,digitakt_ii,CC,AMP Reset,88,,0,127,
Elektron,digitakt_ii,CC,AMP Mode,87,,0,127,
Elektron,digitakt_ii,CC,AMP PAN,90,,0,127,
Elektron,digitakt_ii,CC,AMP VOL,89,,0,127,
Elektron,digitakt_ii,CC,BIT Redct,54,,0,127,
Elektron,digitakt_ii,CC,Overdrive,57,,0,127,
Elektron,digitakt_ii,CC,Smpl Redct,55,,0,127,
Elektron,digitakt_ii,CC,SRR Rout,56,,0,127,
Elektron,digitakt_ii,CC,DLY SND,84,,0,127,
Elektron,digitakt_ii,CC,Revb SND,85,,0,127,
Elektron,digitakt_ii,CC,Chrs SND,12,,0,127,
Elektron,digitakt_ii,CC,LFO1 SPD,102,,0,127,
Elektron,digitakt_ii,CC,LFO1 Mult,103,,0,127,
Elektron,digitakt_ii,CC,LFO1 Fade,104,,0,127,
Elektron,digitakt_ii,CC,LFO1 Dest,105,,0,127,
Elektron,digitakt_ii,CC,LFO1 Wave,106,,0,127,
Elektron,digitakt_ii,CC,LFO1 Phse,107,,0,127,
Elektron,digitakt_ii,CC,LFO1 TRG MOD,108,,0,127,
Elektron,digitakt_ii,CC,LFO1 Depth,109,,0,127,
Elektron,digitakt_ii,CC,LFO2 SPD,112,,0,127,
Elektron,digitakt_ii,CC,LFO2 Mult,113,,0,127,
Elektron,digitakt_ii,CC,LFO2 Fade,114,,0,127,
Elektron,digitakt_ii,CC,LFO2 Dest,115,,0,127,
Elektron,digitakt_ii,CC,LFO2 Wave,116,,0,127,
Elektron,digitakt_ii,CC,LFO2 Phse,117,,0,127,
Elektron,digitakt_ii,CC,LFO2 TRG MOD,118,,0,127,
Elektron,digitakt_ii,CC,LFO2 Depth,119,,0,127,
Elektron,digitakt_ii,CC,LFO3 SPD,78,,0,127,
Elektron,digitakt_ii,CC,LFO3 Mult,52,,0,127,
Elektron,digitakt_ii,CC,LFO3 Fade,53,,0,127,
Elektron,digitakt_ii,CC,LFO3 Dest,28,,0,127,
Elektron,digitakt_ii,CC,LFO3 Wave,29,,0,127,
Elektron,digitakt_ii,CC,LFO3 Phse,30,,0,127,
Elektron,digitakt_ii,CC,LFO3 TRG MOD,31,,0,127,
Elektron,digitakt_ii,CC,LFO3 Depth,86,,0,127,
Elektron,Digitakt,CC,Mute,94,,0,127,
Elektron,Digitakt,CC,Track Level,95,,0,127,
Elektron,Digitakt,CC,Trig: Note,3,,0,127,
Elektron,Digitakt,CC,Trig: Velocity,4,,0,127,
Elektron,Digitakt,CC,Trig: Length,5,,0,127,
Elektron,Digitakt,CC,Trig: Filter Trig,13,,0,127,
Elektron,Digitakt,CC,Trig: LFO Trig,14,,0,127,
Elektron,Digitakt,CC,Source: Tune,16,,0,127,
Elektron,Digitakt,CC,Source: Play Mode,17,,0,127,
Elektron,Digitakt,CC,Source: Bit Reduction,18,,0,127,
Elektron,Digitakt,CC,Source: Sample Slot,19,,0,127,
Elektron,Digitakt,CC,Source: Start,20,,0,127,
Elektron,Digitakt,CC,Source: Length,21,,0,127,
Elektron,Digitakt,CC,Source: Loop Position,22,,0,127,
Elektron,Digitakt,CC,Source: Sample Level,23,,0,127,
Elektron,Digitakt,CC,Filter: Frequency,74,,0,127,
Elektron,Digitakt,CC,Filter: Resonance,75,,0,127,
Elektron,Digitakt,CC,Filter: Type,76,,0,127,
Elektron,Digitakt,CC,Filter: Attack Time,70,,0,127,
Elektron,Digitakt,CC,Filter: Decay Time,71,,0,127,
Elektron,Digitakt,CC,Filter: Sustain Level,72,,0,127,
Elektron,Digitakt,CC,Filter: Release Time,73,,0,127,
Elektron,Digitakt,CC,Filter: Env. Depth,77,,0,127,
Elektron,Digitakt,CC,Amp: Attack Time,78,,0,127,
Elektron,Digitakt,CC,Amp: Hold Time,79,,0,127,
Elektron,Digitakt,CC,Amp: Decay Time,80,,0,127,
Elektron,Digitakt,CC,Amp: Overdrive,81,,0,127,
Elektron,Digitakt,CC,Amp: Delay Send,82,,0,127,
Elektron,Digitakt,CC,Amp: Reverb Send,83,,0,127,
Elektron,Digitakt,CC,Amp: Pan,10,,0,127,
Elektron,Digitakt,CC,Amp: Volume,7,,0,127,
Elektron,Digitakt,CC,LFO: Speed,102,,0,127,
Elektron,Digitakt,CC,LFO: Multiplier,103,,0,127,
Elektron,Digitakt,CC,LFO: Fade In/Out,104,,0,127,
Elektron,Digitakt,CC,LFO: Destination,105,,0,127,
Elektron,Digitakt,CC,LFO: Waveform,106,,0,127,
Elektron,Digitakt,CC,LFO: Start Phase,107,,0,127,
Elektron,Digitakt,CC,LFO: Trig Mode,108,,0,127,
Elektron,Digitakt,CC,LFO: Depth,109,,0,127,
Elektron,Digitakt,CC,Delay: Time,85,,0,127,
Elektron,Digitakt,CC,Delay: Pingpong,86,,0,127,
Elektron,Digitakt,CC,Delay: Stereo Width,87,,0,127,
Elektron,Digitakt,CC,Delay: Feedback,88,,0,127,
Elektron,Digitakt,CC,Delay: Highpass Filter,89,,0,127,
Elektron,Digitakt,CC,Delay: Lowpass Filter,90,,0,127,
Elektron,Digitakt,CC,Delay: Reverb Send,91,,0,127,
Elektron,Digitakt,CC,Delay: Mix Volume,92,,0,127,
Elektron,Digitakt,CC,Reverb: Predelay,24,,0,127,
Elektron,Digitakt,CC,Reverb: Decay Time,25,,0,127,
Elektron,Digitakt,CC,Reverb: Shelving Freq,26,,0,127,
Elektron,Digitakt,CC,Reverb: Shelving Gain,27,,0,127,
Elektron,Digitakt,CC,Reverb: Highpass Filter,28,,0,127,
Elektron,Digitakt,CC,Reverb: Lowpass Filter,29,,0,127,
Elektron,Digitakt,CC,Reverb: Pre/Post Comp,30,,0,127,
Elektron,Digitakt,CC,Reverb: Mix Volume,31,,0,127,
Elektron,Digitakt,CC,Comp: Threshold,111,,0,127,
Elektron,Digitakt,CC,Comp: Attack Time,112,,0,127,
Elektron,Digitakt,CC,Comp: Release Time,113,,0,127,
Elektron,Digitakt,CC,Comp: Makeup Gain,114,,0,127,
Elektron,Digitakt,CC,Comp: Pattern Volume,119,,0,127,
Elektron,Digitakt,CC,Comp: Ratio,115,,0,127,
Elektron,Digitakt,CC,Comp: Sidechain Source,116,,0,127,
Elektron,Digitakt,CC,Comp: Sidechain Filter,117,,0,127,
Elektron,Digitakt,CC,Comp: Dry/Wet Mix,118,,0,127,
Elektron,Digitakt,CC,LFO VAL1,70,,0,127,
Elektron,Digitakt,CC,LFO VAL2,71,,0,127,
Elektron,Digitakt,CC,LFO VAL3,72,,0,127,
Elektron,Digitakt,CC,LFO VAL4,73,,0,127,
Elektron,Digitakt,CC,LFO VAL5,74,,0,127,
Elektron,Digitakt,CC,LFO VAL6,75,,0,127,
Elektron,Digitakt,CC,LFO VAL7,76,,0,127,
Elektron,Digitakt,CC,LFO VAL8,77,,0,127,
Elektron,Digitakt,CC,Pattern Mute,66,,0,127,
Elektron,Digitakt,NRPN,Solo,1,102,0,127,
Elektron,Digitakt,NRPN,Global mute,1,101,0,127,
Elektron,Digitakt,NRPN,Pattern Mute,1,104,0,127,
Elektron,Digitakt,NRPN,Track level,1,100,0,127,
Elektron,Digitakt,NRPN,Trig note,3,0,0,127,
Elektron,Digitakt,NRPN,Trig velocity,3,1,0,127,
Elektron,Digitakt,NRPN,Trig length,3,2,0,127,
Elektron,Digitakt,NRPN,Source tune,1,0,0,127,
Elektron,Digitakt,NRPN,Source play mode,1,1,0,127,
Elektron,Digitakt,NRPN,Source bit reduction,1,2,0,127,
Elektron,Digitakt,NRPN,Source sample slot,1,3,0,127,
Elektron,Digitakt,NRPN,Source start,1,4,0,127,
Elektron,Digitakt,NRPN,Source length,1,5,0,127,
Elektron,Digitakt,NRPN,Source loop position,1,6,0,127,
Elektron,Digitakt,NRPN,Source sample level,1,7,0,127,
Elektron,Digitakt,NRPN,Filter frequency,1,20,0,127,
Elektron,Digitakt,NRPN,Resonance,1,21,0,127,
Elektron,Digitakt,NRPN,Filter type,1,22,0,127,
Elektron,Digitakt,NRPN,Filter attack time,1,16,0,127,
Elektron,Digitakt,NRPN,Filter decay time,1,17,0,127,
Elektron,Digitakt,NRPN,Filter sustain level,1,18,0,127,
Elektron,Digitakt,NRPN,Filter release time,1,19,0,127,
Elektron,Digitakt,NRPN,Filter env depth,1,23,0,127,
Elektron,Digitakt,NRPN,Amp attack time,1,24,0,127,
Elektron,Digitakt,NRPN,Amp hold time,1,25,0,127,
Elektron,Digitakt,NRPN,Amp decay time,1,26,0,127,
Elektron,Digitakt,NRPN,Amp overdrive,1,27,0,127,
Elektron,Digitakt,NRPN,Amp delay send,1,28,0,127,
Elektron,Digitakt,NRPN,Amp reverb send,1,29,0,127,
Elektron,Digitakt,NRPN,Amp pan,1,30,0,127,
Elektron,Digitakt,NRPN,Amp volume,1,31,0,127,
Elektron,Digitakt,NRPN,LFO speed,1,32,0,127,
Elektron,Digitakt,NRPN,LFO multiplier,1,33,0,127,
Elektron,Digitakt,NRPN,LFO fade in/out,1,34,0,127,
Elektron,Digitakt,NRPN,LFO destination,1,35,0,127,
Elektron,Digitakt,NRPN,LFO waveform,1,36,0,127,
Elektron,Digitakt,NRPN,LFO start phase,1,37,0,127,
Elektron,Digitakt,NRPN,LFO trig mode,1,38,0,127,
Elektron,Digitakt,NRPN,LFO depth,1,39,0,127,
Elektron,Digitakt,NRPN,FX delay time,2,0,0,127,
Elektron,Digitakt,NRPN,FX pingpong,2,1,0,127,
Elektron,Digitakt,NRPN,FX stereo width,2,2,0,127,
Elektron,Digitakt,NRPN,FX feedback,2,3,0,127,
Elektron,Digitakt,NRPN,FX highpass filter,2,4,0,127,
Elektron,Digitakt,NRPN,FX lowpass filter,2,5,0,127,
Elektron,Digitakt,NRPN,FX reverb send,2,6,0,127,
Elektron,Digitakt,NRPN,FX mix volume,2,7,0,127,
Elektron,Digitakt,NRPN,FX reverb predelay,2,8,0,127,
Elektron,Digitakt,NRPN,FX reverb decay time,2,9,0,127,
Elektron,Digitakt,NRPN,FX reverb shelving freq,2,10,0,127,
Elektron,Digitakt,NRPN,FX reverb shelving gain,2,11,0,127,
Elektron,Digitakt,NRPN,FX reverb highpass filter,2,12,0,127,
Elektron,Digitakt,NRPN,FX reverb lowpass filter,2,13,0,127,
Elektron,Digitakt,NRPN,FX reverb mix volume,2,15,0,127,
Elektron,digitone_ii,CC,Mute,94,,0,127,
Elektron,digitone_ii,CC,Track level,95,,0,127,
Elektron,digitone_ii,CC,Note,3,,0,127,
Elektron,digitone_ii,CC,Velocity,4,,0,127,
Elektron,digitone_ii,CC,Length,5,,0,127,
Elektron,digitone_ii,CC,Filter Trig,13,,0,127,
Elektron,digitone_ii,CC,LFO Trig,14,,0,127,
Elektron,digitone_ii,CC,Portamento Time,9,,0,127,
Elektron,digitone_ii,CC,Portamento On/Off,65,,0,127,
Elektron,digitone_ii,CC,Data entry knob A (machine dependent),40,,0,127,
Elektron,digitone_ii,CC,Data entry knob B (machine dependent),41,,0,127,
Elektron,digitone_ii,CC,Data entry knob C (machine dependent),42,,0,127,
Elektron,digitone_ii,CC,Data entry knob D (machine dependent),43,,0,127,
Elektron,digitone_ii,CC,Data entry knob E (machine dependent),44,,0,127,
Elektron,digitone_ii,CC,Data entry knob F (machine dependent),45,,0,127,
Elektron,digitone_ii,CC,Data entry knob G (machine dependent),46,,0,127,
Elektron,digitone_ii,CC,Data entry knob H (machine dependent),47,,0,127,
Elektron,digitone_ii,CC,Data entry knob A (machine dependent),48,,0,127,
Elektron,digitone_ii,CC,Data entry knob B (machine dependent),49,,0,127,
Elektron,digitone_ii,CC,Data entry knob C (machine dependent),50,,0,127,
Elektron,digitone_ii,CC,Data entry knob D (machine dependent),51,,0,127,
Elektron,digitone_ii,CC,Data entry knob E (machine dependent),52,,0,127,
Elektron,digitone_ii,CC,Data entry knob F (machine dependent),53,,0,127,
Elektron,digitone_ii,CC,Data entry knob G (machine dependent),54,,0,127,
Elektron,digitone_ii,CC,Data entry knob H (machine dependent),55,,0,127,
Elektron,digitone_ii,CC,Data entry knob A (machine dependent),56,,0,127,
Elektron,digitone_ii,CC,Data entry knob B (machine dependent),57,,0,127,
Elektron,digitone_ii,CC,Data entry knob C (machine dependent),58,,0,127,
Elektron,digitone_ii,CC,Data entry knob D (machine dependent),59,,0,127,
Elektron,digitone_ii,CC,Data entry knob E (machine dependent),60,,0,127,
Elektron,digitone_ii,CC,Data entry knob F (machine dependent),61,,0,127,
Elektron,digitone_ii,CC,Data entry knob G (machine dependent),62,,0,127,
Elektron,digitone_ii,CC,Data entry knob H (machine dependent),63,,0,127,
Elektron,digitone_ii,CC,Data entry knob A (machine dependent),70,,0,127,
Elektron,digitone_ii,CC,Data entry knob B (machine dependent),71,,0,127,
Elektron,digitone_ii,CC,Data entry knob C (machine dependent),72,,0,127,
Elektron,digitone_ii,CC,Data entry knob D (machine dependent),73,,0,127,
Elektron,digitone_ii,CC,Data entry knob E (machine dependent),74,,0,127,
Elektron,digitone_ii,CC,Data entry knob F (machine dependent),75,,0,127,
Elektron,digitone_ii,CC,Data entry knob G (machine dependent),76,,0,127,
Elektron,digitone_ii,CC,Data entry knob H (machine dependent),77,,0,127,
Elektron,digitone_ii,CC,Frequency,16,,0,127,
Elektron,digitone_ii,CC,Data entry knob F (machine dependent),17,,0,127,
Elektron,digitone_ii,CC,Data entry knob G (machine dependent),18,,0,127,
Elektron,digitone_ii,CC,Env. Depth,24,,0,127,
Elektron,digitone_ii,CC,Attack Time,20,,0,127,
Elektron,digitone_ii,CC,Decay Time,21,,0,127,
Elektron,digitone_ii,CC,Sustain Level,22,,0,127,
Elektron,digitone_ii,CC,Release Time,23,,0,127,
Elektron,digitone_ii,CC,Env. Delay,19,,0,127,
Elektron,digitone_ii,CC,Key Tracking,26,,0,127,
Elektron,digitone_ii,CC,Base,27,,0,127,
Elektron,digitone_ii,CC,Width,28,,0,127,
Elektron,digitone_ii,CC,Env. Reset,25,,0,127,
Elektron,digitone_ii,CC,Attack Time,84,,0,127,
Elektron,digitone_ii,CC,Hold Time,85,,0,127,
Elektron,digitone_ii,CC,Decay Time,86,,0,127,
Elektron,digitone_ii,CC,Sustain Level,86,,0,127,
Elektron,digitone_ii,CC,Release Time,88,,0,127,
Elektron,digitone_ii,CC,Env. Reset,92,,0,127,
Elektron,digitone_ii,CC,Mode,91,,0,127,
Elektron,digitone_ii,CC,Pan,89,,0,127,
Elektron,digitone_ii,CC,Volume,90,,0,127,
Elektron,digitone_ii,CC,Bit Reduction,78,,0,127,
Elektron,digitone_ii,CC,Overdrive,81,,0,127,
Elektron,digitone_ii,CC,Sample Rate Reduction,79,,0,127,
Elektron,digitone_ii,CC,SRR Routing,80,,0,127,
Elektron,digitone_ii,CC,Overdrive Routing,82,,0,127,
Elektron,digitone_ii,CC,Delay Send,30,,0,127,
Elektron,digitone_ii,CC,Reverb Send,31,,0,127,
Elektron,digitone_ii,CC,Chorus Send,29,,0,127,
Elektron,digitone_ii,CC,Speed,102,,0,127,
Elektron,digitone_ii,CC,Multiplier,103,,0,127,
Elektron,digitone_ii,CC,Fade In/Out,104,,0,127,
Elektron,digitone_ii,CC,Destination,105,,0,127,
Elektron,digitone_ii,CC,Waveform,106,,0,127,
Elektron,digitone_ii,CC,Start Phase/Slew,107,,0,127,
Elektron,digitone_ii,CC,Trig Mode,108,,0,127,
Elektron,digitone_ii,CC,Depth,109,,0,127,
Elektron,digitone_ii,CC,Speed,111,,0,127,
Elektron,digitone_ii,CC,Multiplier,112,,0,127,
Elektron,digitone_ii,CC,Fade In/Out,113,,0,127,
Elektron,digitone_ii,CC,Destination,114,,0,127,
Elektron,digitone_ii,CC,Waveform,115,,0,127,
Elektron,digitone_ii,CC,Start Phase/Slew,116,,0,127,
Elektron,digitone_ii,CC,Trig Mode,117,,0,127,
Elektron,digitone_ii,CC,Depth,118,,0,127,
Elektron,digitone_ii,CC,Delay Time,21,,0,127,
Elektron,digitone_ii,CC,Pingpong,22,,0,127,
Elektron,digitone_ii,CC,Stereo Width,23,,0,127,
Elektron,digitone_ii,CC,Feedback,24,,0,127,
Elektron,digitone_ii,CC,Highpass Filter,25,,0,127,
Elektron,digitone_ii,CC,Lowpass Filter,26,,0,127,
Elektron,digitone_ii,CC,Reverb Send,27,,0,127,
Elektron,digitone_ii,CC,Mix Volume,28,,0,127,
Elektron,digitone_ii,CC,Predelay,29,,0,127,
Elektron,digitone_ii,CC,Decay Time,30,,0,127,
Elektron,digitone_ii,CC,Shelving Freq,31,,0,127,
Elektron,digitone_ii,CC,Shelving Gain,89,,0,127,
Elektron,digitone_ii,CC,Highpass Filter,90,,0,127,
Elektron,digitone_ii,CC,Lowpass Filter,91,,0,127,
Elektron,digitone_ii,CC,Mix Volume,92,,0,127,
Elektron,digitone_ii,CC,Depth,16,,0,127,
Elektron,digitone_ii,CC,Speed,9,,0,127,
Elektron,digitone_ii,CC,High Pass Filter,70,,0,127,
Elektron,digitone_ii,CC,Width,71,,0,127,
Elektron,digitone_ii,CC,Delay Send,12,,0,127,
Elektron,digitone_ii,CC,Reverb Send,13,,0,127,
Elektron,digitone_ii,CC,Mix Volume,14,,0,127,
Elektron,digitone_ii,CC,Threshold,111,,0,127,
Elektron,digitone_ii,CC,Attack Time,112,,0,127,
Elektron,digitone_ii,CC,Release Time,113,,0,127,
Elektron,digitone_ii,CC,Makeup Gain,114,,0,127,
Elektron,digitone_ii,CC,Pattern Volume,119,,0,127,
Elektron,digitone_ii,CC,Ratio,115,,0,127,
Elektron,digitone_ii,CC,Sidechain Source,116,,0,127,
Elektron,digitone_ii,CC,Sidechain Filter,117,,0,127,
Elektron,digitone_ii,CC,Dry/Wet Mix,118,,0,127,
Elektron,digitone_ii,CC,Dual Mono,82,,0,127,
Elektron,digitone_ii,CC,Input L Level,72,,0,127,
Elektron,digitone_ii,CC,Input L Pan,74,,0,127,
Elektron,digitone_ii,CC,Input R Level,73,,0,127,
Elektron,digitone_ii,CC,Input R Pan,75,,0,127,
Elektron,digitone_ii,CC,Input L Delay Send,78,,0,127,
Elektron,digitone_ii,CC,Input R Delay Send,79,,0,127,
Elektron,digitone_ii,CC,Input L Reverb Send,80,,0,127,
Elektron,digitone_ii,CC,Input R Reverb Send,81,,0,127,
Elektron,digitone_ii,CC,Input L Chorus Send,76,,0,127,
Elektron,digitone_ii,CC,Input R Chorus Send,77,,0,127,
Elektron,digitone_ii,CC,Input L R Level,72,,0,127,
Elektron,digitone_ii,CC,Input L R Balance,74,,0,127,
Elektron,digitone_ii,CC,Input L R Delay Send,78,,0,127,
Elektron,digitone_ii,CC,Input L R Reverb Send,80,,0,127,
Elektron,digitone_ii,CC,Input L R Chorus Send,76,,0,127,
Elektron,digitone_ii,CC,VAL1,70,,0,127,
Elektron,digitone_ii,CC,VAL2,71,,0,127,
Elektron,digitone_ii,CC,VAL3,72,,0,127,
Elektron,digitone_ii,CC,VAL4,73,,0,127,
Elektron,digitone_ii,CC,VAL5,74,,0,127,
Elektron,digitone_ii,CC,VAL6,75,,0,127,
Elektron,digitone_ii,CC,VAL7,76,,0,127,
Elektron,digitone_ii,CC,VAL8,77,,0,127,
Elektron,digitone_ii,CC,VAL9,78,,0,127,
Elektron,digitone_ii,CC,VAL10,79,,0,127,
Elektron,digitone_ii,CC,VAL11,80,,0,127,
Elektron,digitone_ii,CC,VAL12,81,,0,127,
Elektron,digitone_ii,CC,VAL13,82,,0,127,
Elektron,digitone_ii,CC,VAL14,83,,0,127,
Elektron,digitone_ii,CC,VAL15,84,,0,127,
Elektron,digitone_ii,CC,VAL16,85,,0,127,
Elektron,digitone_ii,CC,Pattern Mute,110,,0,127,
Elektron,digitone_ii,CC,Master Overdrive,17,,0,127,
Elektron,digitone_ii,NRPN,Mute,1,108,0,127,
Elektron,digitone_ii,NRPN,Track level,1,110,0,127,
Elektron,digitone_ii,NRPN,Note,3,0,0,127,
Elektron,digitone_ii,NRPN,Velocity,3,1,0,127,
Elektron,digitone_ii,NRPN,Length,3,2,0,127,
Elektron,digitone_ii,NRPN,Portamento Time,3,6,0,127,
Elektron,digitone_ii,NRPN,Portamento On/Off,3,7,0,127,
Elektron,digitone_ii,NRPN,Data entry knob A (machine dependent),1,73,0,127,
Elektron,digitone_ii,NRPN,Data entry knob B (machine dependent),1,74,0,127,
Elektron,digitone_ii,NRPN,Data entry knob C (machine dependent),1,75,0,127,
Elektron,digitone_ii,NRPN,Data entry knob D (machine dependent),1,76,0,127,
Elektron,digitone_ii,NRPN,Data entry knob E (machine dependent),1,77,0,127,
Elektron,digitone_ii,NRPN,Data entry knob F (machine dependent),1,78,0,127,
Elektron,digitone_ii,NRPN,Data entry knob G (machine dependent),1,79,0,127,
Elektron,digitone_ii,NRPN,Data entry knob H (machine dependent),1,80,0,127,
Elektron,digitone_ii,NRPN,Data entry knob A (machine dependent),1,81,0,127,
Elektron,digitone_ii,NRPN,Data entry knob B (machine dependent),1,82,0,127,
Elektron,digitone_ii,NRPN,Data entry knob C (machine dependent),1,83,0,127,
Elektron,digitone_ii,NRPN,Data entry knob D (machine dependent),1,84,0,127,
Elektron,digitone_ii,NRPN,Data entry knob E (machine dependent),1,85,0,127,
Elektron,digitone_ii,NRPN,Data entry knob F (machine dependent),1,86,0,127,
Elektron,digitone_ii,NRPN,Data entry knob G (machine dependent),1,87,0,127,
Elektron,digitone_ii,NRPN,Data entry knob H (machine dependent),1,88,0,127,
Elektron,digitone_ii,NRPN,Data entry knob A (machine dependent),1,89,0,127,
Elektron,digitone_ii,NRPN,Data entry knob B (machine dependent),1,90,0,127,
Elektron,digitone_ii,NRPN,Data entry knob C (machine dependent),1,91,0,127,
Elektron,digitone_ii,NRPN,Data entry knob D (machine dependent),1,92,0,127,
Elektron,digitone_ii,NRPN,Data entry knob E (machine dependent),1,93,0,127,
Elektron,digitone_ii,NRPN,Data entry knob F (machine dependent),1,94,0,127,
Elektron,digitone_ii,NRPN,Data entry knob G (machine dependent),1,95,0,127,
Elektron,digitone_ii,NRPN,Data entry knob H (machine dependent),1,96,0,127,
Elektron,digitone_ii,NRPN,Data entry knob A (machine dependent),1,97,0,127,
Elektron,digitone_ii,NRPN,Data entry knob B (machine dependent),1,98,0,127,
Elektron,digitone_ii,NRPN,Data entry knob C (machine dependent),1,99,0,127,
Elektron,digitone_ii,NRPN,Data entry knob D (machine dependent),1,100,0,127,
Elektron,digitone_ii,NRPN,Data entry knob E (machine dependent),1,101,0,127,
Elektron,digitone_ii,NRPN,Data entry knob F (machine dependent),1,102,0,127,
Elektron,digitone_ii,NRPN,Data entry knob G (machine dependent),1,103,0,127,
Elektron,digitone_ii,NRPN,Data entry knob H (machine dependent),1,104,0,127,
Elektron,digitone_ii,NRPN,Frequency,1,20,0,127,
Elektron,digitone_ii,NRPN,Data entry knob F (machine dependent),1,21,0,127,
Elektron,digitone_ii,NRPN,Data entry knob G (machine dependent),1,22,0,127,
Elektron,digitone_ii,NRPN,Env. Depth,1,26,0,127,
Elektron,digitone_ii,NRPN,Attack Time,1,16,0,127,
Elektron,digitone_ii,NRPN,Decay Time,1,17,0,127,
Elektron,digitone_ii,NRPN,Sustain Level,1,18,0,127,
Elektron,digitone_ii,NRPN,Release Time,1,19,0,127,
Elektron,digitone_ii,NRPN,Env. Delay,1,23,0,127,
Elektron,digitone_ii,NRPN,Key Tracking,1,69,0,127,
Elektron,digitone_ii,NRPN,Base,1,24,0,127,
Elektron,digitone_ii,NRPN,Width,1,25,0,127,
Elektron,digitone_ii,NRPN,Env. Reset,1,68,0,127,
Elektron,digitone_ii,NRPN,Attack Time,1,30,0,127,
Elektron,digitone_ii,NRPN,Hold Time,1,31,0,127,
Elektron,digitone_ii,NRPN,Decay Time,1,32,0,127,
Elektron,digitone_ii,NRPN,Sustain Level,1,33,0,127,
Elektron,digitone_ii,NRPN,Release Time,1,34,0,127,
Elektron,digitone_ii,NRPN,Env. Reset,1,41,0,127,
Elektron,digitone_ii,NRPN,Mode,1,40,0,127,
Elektron,digitone_ii,NRPN,Pan,1,38,0,127,
Elektron,digitone_ii,NRPN,Volume,1,39,0,127,
Elektron,digitone_ii,NRPN,Pulse Generator 1,3,8,0,127,
Elektron,digitone_ii,NRPN,Pulse Generator 2,3,9,0,127,
Elektron,digitone_ii,NRPN,Euclidean Mode On/Off,3,14,0,127,
Elektron,digitone_ii,NRPN,Rotation Generator 1,3,11,0,127,
Elektron,digitone_ii,NRPN,Rotation Generator 2,3,12,0,127,
Elektron,digitone_ii,NRPN,Track Rotation,3,13,0,127,
Elektron,digitone_ii,NRPN,Boolean Operator,3,10,0,127,
Elektron,digitone_ii,NRPN,Bit Reduction,1,5,0,127,
Elektron,digitone_ii,NRPN,Overdrive,1,8,0,127,
Elektron,digitone_ii,NRPN,Sample Rate Reduction,1,6,0,127,
Elektron,digitone_ii,NRPN,SRR Routing,1,7,0,127,
Elektron,digitone_ii,NRPN,Overdrive Routing,1,9,0,127,
Elektron,digitone_ii,NRPN,Delay Send,1,36,0,127,
Elektron,digitone_ii,NRPN,Reverb Send,1,37,0,127,
Elektron,digitone_ii,NRPN,Chorus Send,1,35,0,127,
Elektron,digitone_ii,NRPN,Speed,1,42,0,127,
Elektron,digitone_ii,NRPN,Multiplier,1,43,0,127,
Elektron,digitone_ii,NRPN,Fade In/Out,1,44,0,127,
Elektron,digitone_ii,NRPN,Destination,1,45,0,127,
Elektron,digitone_ii,NRPN,Waveform,1,46,0,127,
Elektron,digitone_ii,NRPN,Start Phase/Slew,1,47,0,127,
Elektron,digitone_ii,NRPN,Trig Mode,1,48,0,127,
Elektron,digitone_ii,NRPN,Depth,1,49,0,127,
Elektron,digitone_ii,NRPN,Speed,1,50,0,127,
Elektron,digitone_ii,NRPN,Multiplier,1,51,0,127,
Elektron,digitone_ii,NRPN,Fade In/Out,1,52,0,127,
Elektron,digitone_ii,NRPN,Destination,1,53,0,127,
Elektron,digitone_ii,NRPN,Waveform,1,54,0,127,
Elektron,digitone_ii,NRPN,Start Phase/Slew,1,55,0,127,
Elektron,digitone_ii,NRPN,Trig Mode,1,56,0,127,
Elektron,digitone_ii,NRPN,Depth,1,57,0,127,
Elektron,digitone_ii,NRPN,Speed,1,58,0,127,
Elektron,digitone_ii,NRPN,Multiplier,1,59,0,127,
Elektron,digitone_ii,NRPN,Fade In/Out,1,60,0,127,
Elektron,digitone_ii,NRPN,Destination,1,61,0,127,
Elektron,digitone_ii,NRPN,Waveform,1,62,0,127,
Elektron,digitone_ii,NRPN,Start Phase/Slew,1,70,0,127,
Elektron,digitone_ii,NRPN,Trig Mode,1,71,0,127,
Elektron,digitone_ii,NRPN,Depth,1,72,0,127,
Elektron,digitone_ii,NRPN,Delay Time,2,0,0,127,
Elektron,digitone_ii,NRPN,Pingpong,2,1,0,127,
Elektron,digitone_ii,NRPN,Stereo Width,2,2,0,127,
Elektron,digitone_ii,NRPN,Feedback,2,3,0,127,
Elektron,digitone_ii,NRPN,Highpass Filter,2,4,0,127,
Elektron,digitone_ii,NRPN,Lowpass Filter,2,5,0,127,
Elektron,digitone_ii,NRPN,Reverb Send,2,6,0,127,
Elektron,digitone_ii,NRPN,Mix Volume,2,7,0,127,
Elektron,digitone_ii,NRPN,Predelay,2,8,0,127,
Elektron,digitone_ii,NRPN,Decay Time,2,9,0,127,
